Input,,,Output
0.500000, 59.084000,,-0.191791, -0.932806
0.500000, 59.085000,,-0.192448, -0.928819
0.500000, 59.086000,,-0.193075, -0.924849
0.500000, 59.087000,,-0.193697, -0.920875
0.500000, 59.088000,,-0.194332, -0.916880
0.500000, 59.089000,,-0.194912, -0.912913
0.500000, 59.090000,,-0.195473, -0.908953
0.500000, 59.091000,,-0.196100, -0.904960
0.500000, 59.092000,,-0.196656, -0.900974
0.500000, 59.093000,,-0.197243, -0.897002
0.500000, 59.094000,,-0.197801, -0.893053
0.500000, 59.095000,,-0.198325, -0.889070
0.500000, 59.096000,,-0.198866, -0.885107
0.500000, 59.097000,,-0.199377, -0.881111
0.500000, 59.098000,,-0.199917, -0.877165
0.500000, 59.099000,,-0.200382, -0.873204
0.500000, 59.100000,,-0.200869, -0.869236
0.500000, 59.101000,,-0.201337, -0.865283
0.500000, 59.102000,,-0.201788, -0.861307
0.500000, 59.103000,,-0.202228, -0.857372
0.500000, 59.104000,,-0.202663, -0.853400
0.500000, 59.105000,,-0.203111, -0.849445
0.500000, 59.106000,,-0.203559, -0.845480
0.500000, 59.107000,,-0.203933, -0.841544
0.500000, 59.108000,,-0.204324, -0.837600
0.500000, 59.109000,,-0.204732, -0.833615
0.500000, 59.110000,,-0.205069, -0.829687
0.500000, 59.111000,,-0.205426, -0.825726
0.500000, 59.112000,,-0.205801, -0.821797
0.500000, 59.113000,,-0.206112, -0.817853
0.500000, 59.114000,,-0.206460, -0.813892
0.500000, 59.115000,,-0.206755, -0.809978
0.500000, 59.116000,,-0.207116, -0.806020
0.500000, 59.117000,,-0.207388, -0.802098
0.500000, 59.118000,,-0.207672, -0.798147
0.500000, 59.119000,,-0.207935, -0.794225
0.500000, 59.120000,,-0.208196, -0.790293
0.500000, 59.121000,,-0.208443, -0.786367
0.500000, 59.122000,,-0.208723, -0.782428
0.500000, 59.123000,,-0.208921, -0.778505
0.500000, 59.124000,,-0.209148, -0.774600
0.500000, 59.125000,,-0.209361, -0.770651
0.500000, 59.126000,,-0.209579, -0.766763
0.500000, 59.127000,,-0.209737, -0.762826
0.500000, 59.128000,,-0.209934, -0.758907
0.500000, 59.129000,,-0.210077, -0.755004
0.500000, 59.130000,,-0.210205, -0.751068
0.500000, 59.131000,,-0.210374, -0.747158
0.500000, 59.132000,,-0.210496, -0.743280
0.500000, 59.133000,,-0.210614, -0.739349
0.500000, 59.134000,,-0.210725, -0.735437
0.500000, 59.135000,,-0.210810, -0.731569
0.500000, 59.136000,,-0.210922, -0.727643
0.500000, 59.137000,,-0.210983, -0.723790
0.500000, 59.138000,,-0.211083, -0.719864
0.500000, 59.139000,,-0.211091, -0.715994
0.500000, 59.140000,,-0.211140, -0.712099
0.500000, 59.141000,,-0.211194, -0.708203
0.500000, 59.142000,,-0.211212, -0.704327
0.500000, 59.143000,,-0.211252, -0.700421
0.500000, 59.144000,,-0.211226, -0.696564
0.500000, 59.145000,,-0.211239, -0.692715
0.500000, 59.146000,,-0.211232, -0.688825
0.500000, 59.147000,,-0.211171, -0.684950
0.500000, 59.148000,,-0.211116, -0.681119
0.500000, 59.149000,,-0.211090, -0.677197
0.500000, 59.150000,,-0.211017, -0.673347
0.500000, 59.151000,,-0.210925, -0.669483
0.500000, 59.152000,,-0.210862, -0.665641
0.500000, 59.153000,,-0.210764, -0.661785
0.500000, 59.154000,,-0.210642, -0.657947
0.500000, 59.155000,,-0.210547, -0.654102
0.500000, 59.156000,,-0.210397, -0.650247
0.500000, 59.157000,,-0.210285, -0.646401
0.500000, 59.158000,,-0.210103, -0.642574
0.500000, 59.159000,,-0.209958, -0.638729
0.500000, 59.160000,,-0.209775, -0.634896
0.500000, 59.161000,,-0.209595, -0.631040
0.500000, 59.162000,,-0.209406, -0.627236
0.500000, 59.163000,,-0.209209, -0.623415
0.500000, 59.164000,,-0.209011, -0.619575
0.500000, 59.165000,,-0.208774, -0.615762
0.500000, 59.166000,,-0.208546, -0.611942
0.500000, 59.167000,,-0.208323, -0.608135
0.500000, 59.168000,,-0.208035, -0.604331
0.500000, 59.169000,,-0.207785, -0.600525
0.500000, 59.170000,,-0.207512, -0.596735
0.500000, 59.171000,,-0.207224, -0.592920
0.500000, 59.172000,,-0.206919, -0.589122
0.500000, 59.173000,,-0.206591, -0.585387
0.500000, 59.174000,,-0.206285, -0.581554
0.500000, 59.175000,,-0.205975, -0.577781
0.500000, 59.176000,,-0.205635, -0.573980
0.500000, 59.177000,,-0.205272, -0.570225
0.500000, 59.178000,,-0.204931, -0.566441
0.500000, 59.179000,,-0.204535, -0.562653
0.500000, 59.180000,,-0.204164, -0.558904
0.500000, 59.181000,,-0.203775, -0.555142
0.500000, 59.182000,,-0.203340, -0.551397
0.500000, 59.183000,,-0.202952, -0.547624
0.500000, 59.184000,,-0.202544, -0.543878
0.500000, 59.185000,,-0.202133, -0.540120
0.500000, 59.186000,,-0.201688, -0.536396
0.500000, 59.187000,,-0.201204, -0.532670
0.500000, 59.188000,,-0.200730, -0.528937
0.500000, 59.189000,,-0.200291, -0.525165
0.500000, 59.190000,,-0.199777, -0.521453
0.500000, 59.191000,,-0.199300, -0.517724
0.500000, 59.192000,,-0.198814, -0.514005
0.500000, 59.193000,,-0.198265, -0.510292
0.500000, 59.194000,,-0.197758, -0.506575
0.500000, 59.195000,,-0.197217, -0.502862
0.500000, 59.196000,,-0.196681, -0.499142
0.500000, 59.197000,,-0.196121, -0.495458
0.500000, 59.198000,,-0.195509, -0.491738
0.500000, 59.199000,,-0.194965, -0.488066
0.500000, 59.200000,,-0.194385, -0.484383
0.500000, 59.201000,,-0.193785, -0.480687
0.500000, 59.202000,,-0.193190, -0.477030
0.500000, 59.203000,,-0.192549, -0.473339
0.500000, 59.204000,,-0.191956, -0.469682
0.500000, 59.205000,,-0.191286, -0.466009
0.500000, 59.206000,,-0.190679, -0.462376
0.500000, 59.207000,,-0.190010, -0.458707
0.500000, 59.208000,,-0.189331, -0.455038
0.500000, 59.209000,,-0.188653, -0.451409
0.500000, 59.210000,,-0.187976, -0.447732
0.500000, 59.211000,,-0.187278, -0.444110
0.500000, 59.212000,,-0.186610, -0.440459
0.500000, 59.213000,,-0.185854, -0.436845
0.500000, 59.214000,,-0.185111, -0.433217
0.500000, 59.215000,,-0.184393, -0.429590
0.500000, 59.216000,,-0.183659, -0.425964
0.500000, 59.217000,,-0.182856, -0.422364
0.500000, 59.218000,,-0.182115, -0.418746
0.500000, 59.219000,,-0.181310, -0.415164
0.500000, 59.220000,,-0.180543, -0.411557
0.500000, 59.221000,,-0.179737, -0.407965
0.500000, 59.222000,,-0.178973, -0.404372
0.500000, 59.223000,,-0.178137, -0.400765
0.500000, 59.224000,,-0.177276, -0.397197
0.500000, 59.225000,,-0.176489, -0.393639
0.500000, 59.226000,,-0.175633, -0.390060
0.500000, 59.227000,,-0.174745, -0.386509
0.500000, 59.228000,,-0.173925, -0.382938
0.500000, 59.229000,,-0.173035, -0.379382
0.500000, 59.230000,,-0.172126, -0.375844
0.500000, 59.231000,,-0.171261, -0.372260
0.500000, 59.232000,,-0.170324, -0.368741
0.500000, 59.233000,,-0.169429, -0.365232
0.500000, 59.234000,,-0.168495, -0.361692
0.500000, 59.235000,,-0.167576, -0.358169
0.500000, 59.236000,,-0.166661, -0.354615
0.500000, 59.237000,,-0.165688, -0.351139
0.500000, 59.238000,,-0.164735, -0.347609
0.500000, 59.239000,,-0.163764, -0.344124
0.500000, 59.240000,,-0.162768, -0.340648
0.500000, 59.241000,,-0.161781, -0.337130
0.500000, 59.242000,,-0.160794, -0.333649
0.500000, 59.243000,,-0.159809, -0.330170
0.500000, 59.244000,,-0.158757, -0.326692
0.500000, 59.245000,,-0.157723, -0.323216
0.500000, 59.246000,,-0.156680, -0.319760
0.500000, 59.247000,,-0.155632, -0.316294
0.500000, 59.248000,,-0.154584, -0.312837
0.500000, 59.249000,,-0.153526, -0.309388
0.500000, 59.250000,,-0.152464, -0.305929
0.500000, 59.251000,,-0.151351, -0.302488
0.500000, 59.252000,,-0.150299, -0.299080
0.500000, 59.253000,,-0.149187, -0.295657
0.500000, 59.254000,,-0.148053, -0.292239
0.500000, 59.255000,,-0.146919, -0.288808
0.500000, 59.256000,,-0.145800, -0.285413
0.500000, 59.257000,,-0.144647, -0.282015
0.500000, 59.258000,,-0.143530, -0.278595
0.500000, 59.259000,,-0.142356, -0.275210
0.500000, 59.260000,,-0.141187, -0.271820
0.500000, 59.261000,,-0.140023, -0.268446
0.500000, 59.262000,,-0.138819, -0.265084
0.500000, 59.263000,,-0.137641, -0.261691
0.500000, 59.264000,,-0.136421, -0.258329
0.500000, 59.265000,,-0.135234, -0.254968
0.500000, 59.266000,,-0.133998, -0.251666
0.500000, 59.267000,,-0.132755, -0.248310
0.500000, 59.268000,,-0.131533, -0.244936
0.500000, 59.269000,,-0.130287, -0.241615
0.500000, 59.270000,,-0.129013, -0.238283
0.500000, 59.271000,,-0.127730, -0.234950
0.500000, 59.272000,,-0.126468, -0.231649
0.500000, 59.273000,,-0.125208, -0.228338
0.500000, 59.274000,,-0.123898, -0.225033
0.500000, 59.275000,,-0.122609, -0.221762
0.500000, 59.276000,,-0.121266, -0.218455
0.500000, 59.277000,,-0.119981, -0.215177
0.500000, 59.278000,,-0.118640, -0.211878
0.500000, 59.279000,,-0.117293, -0.208624
0.500000, 59.280000,,-0.115962, -0.205371
0.500000, 59.281000,,-0.114568, -0.202110
0.500000, 59.282000,,-0.113205, -0.198831
0.500000, 59.283000,,-0.111844, -0.195605
0.500000, 59.284000,,-0.110479, -0.192365
0.500000, 59.285000,,-0.109088, -0.189124
0.500000, 59.286000,,-0.107678, -0.185934
0.500000, 59.287000,,-0.106281, -0.182721
0.500000, 59.288000,,-0.104844, -0.179492
0.500000, 59.289000,,-0.103430, -0.176291
0.500000, 59.290000,,-0.101998, -0.173076
0.500000, 59.291000,,-0.100557, -0.169892
0.500000, 59.292000,,-0.099090, -0.166675
0.500000, 59.293000,,-0.097617, -0.163519
0.500000, 59.294000,,-0.096192, -0.160351
0.500000, 59.295000,,-0.094705, -0.157180
0.500000, 59.296000,,-0.093195, -0.154009
0.500000, 59.297000,,-0.091730, -0.150836
0.500000, 59.298000,,-0.090228, -0.147723
0.500000, 59.299000,,-0.088709, -0.144568
0.500000, 59.300000,,-0.087178, -0.141441
0.500000, 59.301000,,-0.085646, -0.138359
0.500000, 59.302000,,-0.084118, -0.135178
0.500000, 59.303000,,-0.082566, -0.132079
0.500000, 59.304000,,-0.081008, -0.128979
0.500000, 59.305000,,-0.079450, -0.125890
0.500000, 59.306000,,-0.077897, -0.122800
0.500000, 59.307000,,-0.076322, -0.119743
0.500000, 59.308000,,-0.074723, -0.116666
0.500000, 59.309000,,-0.073142, -0.113567
0.500000, 59.310000,,-0.071572, -0.110516
0.500000, 59.311000,,-0.069946, -0.107458
0.500000, 59.312000,,-0.068324, -0.104411
0.500000, 59.313000,,-0.066679, -0.101364
0.500000, 59.314000,,-0.065057, -0.098354
0.500000, 59.315000,,-0.063420, -0.095313
0.500000, 59.316000,,-0.061780, -0.092293
0.500000, 59.317000,,-0.060120, -0.089273
0.500000, 59.318000,,-0.058444, -0.086276
0.500000, 59.319000,,-0.056793, -0.083283
0.500000, 59.320000,,-0.055087, -0.080291
0.500000, 59.321000,,-0.053372, -0.077299
0.500000, 59.322000,,-0.051691, -0.074329
0.500000, 59.323000,,-0.049997, -0.071356
0.500000, 59.324000,,-0.048301, -0.068388
0.500000, 59.325000,,-0.046566, -0.065456
0.500000, 59.326000,,-0.044825, -0.062510
0.500000, 59.327000,,-0.043093, -0.059562
0.500000, 59.328000,,-0.041355, -0.056648
0.500000, 59.329000,,-0.039589, -0.053724
0.500000, 59.330000,,-0.037821, -0.050814
0.500000, 59.331000,,-0.036078, -0.047890
0.500000, 59.332000,,-0.034307, -0.044977
0.500000, 59.333000,,-0.032510, -0.042105
0.500000, 59.334000,,-0.030750, -0.039193
0.500000, 59.335000,,-0.028945, -0.036352
0.500000, 59.336000,,-0.027110, -0.033469
0.500000, 59.337000,,-0.025322, -0.030600
0.500000, 59.338000,,-0.023495, -0.027743
0.500000, 59.339000,,-0.021660, -0.024921
0.500000, 59.340000,,-0.019832, -0.022065
0.500000, 59.341000,,-0.017973, -0.019226
0.500000, 59.342000,,-0.016118, -0.016427
0.500000, 59.343000,,-0.014276, -0.013603
0.500000, 59.344000,,-0.012411, -0.010798
0.500000, 59.345000,,-0.010564, -0.008015
0.500000, 59.346000,,-0.008655, -0.005210
0.500000, 59.347000,,-0.006780, -0.002444
0.500000, 59.348000,,-0.004900, 0.000347
0.500000, 59.349000,,-0.002974, 0.003110
0.500000, 59.350000,,-0.001090, 0.005872
0.500000, 59.351000,,0.000809, 0.008616
0.500000, 59.352000,,0.002765, 0.011368
0.500000, 59.353000,,0.004679, 0.014100
0.500000, 59.354000,,0.006592, 0.016829
0.500000, 59.355000,,0.008551, 0.019550
0.500000, 59.356000,,0.010490, 0.022262
0.500000, 59.357000,,0.012477, 0.024939
0.500000, 59.358000,,0.014420, 0.027647
0.500000, 59.359000,,0.016395, 0.030335
0.500000, 59.360000,,0.018363, 0.033003
0.500000, 59.361000,,0.020355, 0.035682
0.500000, 59.362000,,0.022338, 0.038342
0.500000, 59.363000,,0.024345, 0.040999
0.500000, 59.364000,,0.026351, 0.043662
0.500000, 59.365000,,0.028337, 0.046273
0.500000, 59.366000,,0.030392, 0.048909
0.500000, 59.367000,,0.032405, 0.051518
0.500000, 59.368000,,0.034423, 0.054147
0.500000, 59.369000,,0.036486, 0.056738
0.500000, 59.370000,,0.038535, 0.059345
0.500000, 59.371000,,0.040566, 0.061914
0.500000, 59.372000,,0.042628, 0.064505
0.500000, 59.373000,,0.044689, 0.067071
0.500000, 59.374000,,0.046782, 0.069652
0.500000, 59.375000,,0.048854, 0.072194
0.500000, 59.376000,,0.050911, 0.074737
0.500000, 59.377000,,0.053002, 0.077266
0.500000, 59.378000,,0.055115, 0.079786
0.500000, 59.379000,,0.057224, 0.082316
0.500000, 59.380000,,0.059342, 0.084822
0.500000, 59.381000,,0.061427, 0.087328
0.500000, 59.382000,,0.063550, 0.089824
0.500000, 59.383000,,0.065689, 0.092298
0.500000, 59.384000,,0.067837, 0.094789
0.500000, 59.385000,,0.069970, 0.097241
0.500000, 59.386000,,0.072108, 0.099696
0.500000, 59.387000,,0.074262, 0.102148
0.500000, 59.388000,,0.076431, 0.104580
0.500000, 59.389000,,0.078597, 0.107004
0.500000, 59.390000,,0.080762, 0.109433
0.500000, 59.391000,,0.082936, 0.111851
0.500000, 59.392000,,0.085122, 0.114260
0.500000, 59.393000,,0.087305, 0.116641
0.500000, 59.394000,,0.089521, 0.119018
0.500000, 59.395000,,0.091709, 0.121423
0.500000, 59.396000,,0.093908, 0.123787
0.500000, 59.397000,,0.096124, 0.126148
0.500000, 59.398000,,0.098346, 0.128519
0.500000, 59.399000,,0.100565, 0.130841
0.500000, 59.400000,,0.102793, 0.133185
0.500000, 59.401000,,0.105014, 0.135502
0.500000, 59.402000,,0.107272, 0.137821
0.500000, 59.403000,,0.109530, 0.140135
0.500000, 59.404000,,0.111784, 0.142423
0.500000, 59.405000,,0.114029, 0.144707
0.500000, 59.406000,,0.116299, 0.146994
0.500000, 59.407000,,0.118542, 0.149260
0.500000, 59.408000,,0.120846, 0.151499
0.500000, 59.409000,,0.123113, 0.153775
0.500000, 59.410000,,0.125402, 0.156017
0.500000, 59.411000,,0.127694, 0.158235
0.500000, 59.412000,,0.129990, 0.160467
0.500000, 59.413000,,0.132293, 0.162699
0.500000, 59.414000,,0.134620, 0.164895
0.500000, 59.415000,,0.136909, 0.167087
0.500000, 59.416000,,0.139234, 0.169298
0.500000, 59.417000,,0.141560, 0.171476
0.500000, 59.418000,,0.143893, 0.173629
0.500000, 59.419000,,0.146217, 0.175790
0.500000, 59.420000,,0.148560, 0.177946
0.500000, 59.421000,,0.150888, 0.180096
0.500000, 59.422000,,0.153252, 0.182220
0.500000, 59.423000,,0.155594, 0.184331
0.500000, 59.424000,,0.157968, 0.186442
0.500000, 59.425000,,0.160328, 0.188553
0.500000, 59.426000,,0.162718, 0.190660
0.500000, 59.427000,,0.165083, 0.192730
0.500000, 59.428000,,0.167428, 0.194803
0.500000, 59.429000,,0.169835, 0.196909
0.500000, 59.430000,,0.172222, 0.198923
0.500000, 59.431000,,0.174622, 0.200972
0.500000, 59.432000,,0.177004, 0.203024
0.500000, 59.433000,,0.179421, 0.205042
0.500000, 59.434000,,0.181812, 0.207049
0.500000, 59.435000,,0.184235, 0.209074
0.500000, 59.436000,,0.186629, 0.211087
0.500000, 59.437000,,0.189071, 0.213081
0.500000, 59.438000,,0.191485, 0.215052
0.500000, 59.439000,,0.193923, 0.217022
0.500000, 59.440000,,0.196335, 0.218985
0.500000, 59.441000,,0.198797, 0.220919
0.500000, 59.442000,,0.201244, 0.222894
0.500000, 59.443000,,0.203698, 0.224816
0.500000, 59.444000,,0.206135, 0.226736
0.500000, 59.445000,,0.208578, 0.228659
0.500000, 59.446000,,0.211049, 0.230559
0.500000, 59.447000,,0.213509, 0.232442
0.500000, 59.448000,,0.215988, 0.234309
0.500000, 59.449000,,0.218450, 0.236230
0.500000, 59.450000,,0.220939, 0.238055
0.500000, 59.451000,,0.223435, 0.239933
0.500000, 59.452000,,0.225901, 0.241765
0.500000, 59.453000,,0.228384, 0.243617
0.500000, 59.454000,,0.230883, 0.245427
0.500000, 59.455000,,0.233393, 0.247245
0.500000, 59.456000,,0.235884, 0.249078
0.500000, 59.457000,,0.238386, 0.250871
0.500000, 59.458000,,0.240907, 0.252639
0.500000, 59.459000,,0.243393, 0.254434
0.500000, 59.460000,,0.245920, 0.256188
0.500000, 59.461000,,0.248427, 0.257963
0.500000, 59.462000,,0.250978, 0.259699
0.500000, 59.463000,,0.253505, 0.261457
0.500000, 59.464000,,0.256018, 0.263176
0.500000, 59.465000,,0.258575, 0.264895
0.500000, 59.466000,,0.261102, 0.266596
0.500000, 59.467000,,0.263652, 0.268300
0.500000, 59.468000,,0.266212, 0.269994
0.500000, 59.469000,,0.268762, 0.271657
0.500000, 59.470000,,0.271291, 0.273331
0.500000, 59.471000,,0.273865, 0.275006
0.500000, 59.472000,,0.276407, 0.276652
0.500000, 59.473000,,0.278986, 0.278283
0.500000, 59.474000,,0.281541, 0.279933
0.500000, 59.475000,,0.284124, 0.281551
0.500000, 59.476000,,0.286691, 0.283151
0.500000, 59.477000,,0.289259, 0.284764
0.500000, 59.478000,,0.291827, 0.286353
0.500000, 59.479000,,0.294441, 0.287916
0.500000, 59.480000,,0.297007, 0.289480
0.500000, 59.481000,,0.299609, 0.291055
0.500000, 59.482000,,0.302195, 0.292615
0.500000, 59.483000,,0.304793, 0.294143
0.500000, 59.484000,,0.307383, 0.295657
0.500000, 59.485000,,0.309996, 0.297208
0.500000, 59.486000,,0.312602, 0.298707
0.500000, 59.487000,,0.315200, 0.300216
0.500000, 59.488000,,0.317805, 0.301689
0.500000, 59.489000,,0.320433, 0.303164
0.500000, 59.490000,,0.323059, 0.304637
0.500000, 59.491000,,0.325669, 0.306116
0.500000, 59.492000,,0.328273, 0.307561
0.500000, 59.493000,,0.330898, 0.308995
0.500000, 59.494000,,0.333530, 0.310443
0.500000, 59.495000,,0.336161, 0.311850
0.500000, 59.496000,,0.338794, 0.313251
0.500000, 59.497000,,0.341423, 0.314642
0.500000, 59.498000,,0.344067, 0.316035
0.500000, 59.499000,,0.346703, 0.317417
0.500000, 59.500000,,0.349335, 0.318786
0.500000, 59.501000,,0.351980, 0.320148
0.500000, 59.502000,,0.354639, 0.321496
0.500000, 59.503000,,0.357267, 0.322854
0.500000, 59.504000,,0.359928, 0.324173
0.500000, 59.505000,,0.362577, 0.325484
0.500000, 59.506000,,0.365238, 0.326810
0.500000, 59.507000,,0.367895, 0.328094
0.500000, 59.508000,,0.370546, 0.329377
0.500000, 59.509000,,0.373214, 0.330666
0.500000, 59.510000,,0.375873, 0.331929
0.500000, 59.511000,,0.378554, 0.333171
0.500000, 59.512000,,0.381210, 0.334440
0.500000, 59.513000,,0.383885, 0.335657
0.500000, 59.514000,,0.386558, 0.336905
0.500000, 59.515000,,0.389243, 0.338120
0.500000, 59.516000,,0.391911, 0.339326
0.500000, 59.517000,,0.394583, 0.340529
0.500000, 59.518000,,0.397258, 0.341698
0.500000, 59.519000,,0.399955, 0.342888
0.500000, 59.520000,,0.402621, 0.344040
0.500000, 59.521000,,0.405304, 0.345201
0.500000, 59.522000,,0.407993, 0.346351
0.500000, 59.523000,,0.410679, 0.347474
0.500000, 59.524000,,0.413375, 0.348592
0.500000, 59.525000,,0.416077, 0.349721
0.500000, 59.526000,,0.418764, 0.350824
0.500000, 59.527000,,0.421449, 0.351920
0.500000, 59.528000,,0.424142, 0.353007
0.500000, 59.529000,,0.426837, 0.354080
0.500000, 59.530000,,0.429538, 0.355142
0.500000, 59.531000,,0.432230, 0.356185
0.500000, 59.532000,,0.434939, 0.357232
0.500000, 59.533000,,0.437645, 0.358269
0.500000, 59.534000,,0.440347, 0.359307
0.500000, 59.535000,,0.443060, 0.360310
0.500000, 59.536000,,0.445773, 0.361301
0.500000, 59.537000,,0.448456, 0.362302
0.500000, 59.538000,,0.451191, 0.363297
0.500000, 59.539000,,0.453882, 0.364255
0.500000, 59.540000,,0.456592, 0.365220
0.500000, 59.541000,,0.459305, 0.366166
0.500000, 59.542000,,0.462005, 0.367103
0.500000, 59.543000,,0.464743, 0.368033
0.500000, 59.544000,,0.467439, 0.368972
0.500000, 59.545000,,0.470145, 0.369885
0.500000, 59.546000,,0.472869, 0.370784
0.500000, 59.547000,,0.475587, 0.371659
0.500000, 59.548000,,0.478311, 0.372537
0.500000, 59.549000,,0.481008, 0.373410
0.500000, 59.550000,,0.483736, 0.374282
0.500000, 59.551000,,0.486462, 0.375120
0.500000, 59.552000,,0.489180, 0.375949
0.500000, 59.553000,,0.491895, 0.376794
0.500000, 59.554000,,0.494634, 0.377615
0.500000, 59.555000,,0.497342, 0.378422
0.500000, 59.556000,,0.500043, 0.379201
0.500000, 59.557000,,0.502784, 0.379986
0.500000, 59.558000,,0.505510, 0.380771
0.500000, 59.559000,,0.508219, 0.381557
0.500000, 59.560000,,0.510951, 0.382300
0.500000, 59.561000,,0.513686, 0.383063
0.500000, 59.562000,,0.516390, 0.383790
0.500000, 59.563000,,0.519128, 0.384500
0.500000, 59.564000,,0.521833, 0.385224
0.500000, 59.565000,,0.524550, 0.385915
0.500000, 59.566000,,0.527292, 0.386631
0.500000, 59.567000,,0.530011, 0.387304
0.500000, 59.568000,,0.532722, 0.387982
0.500000, 59.569000,,0.535453, 0.388648
0.500000, 59.570000,,0.538179, 0.389313
0.500000, 59.571000,,0.540901, 0.389954
0.500000, 59.572000,,0.543628, 0.390588
0.500000, 59.573000,,0.546341, 0.391190
0.500000, 59.574000,,0.549080, 0.391818
0.500000, 59.575000,,0.551819, 0.392445
